date,wp1,u,v,ws,wd
2010-06-06 01:00:00,0.005,-1.06,-1.66,1.97,212.6
2010-06-06 02:00:00,0.03,-1.66,-1.33,2.13,231.28
2010-06-06 03:00:00,0.015,-2.15,-1.06,2.39,243.67
2010-06-06 04:00:00,0.065,-2.58,-0.86,2.72,251.59
2010-06-06 05:00:00,0.16,-3.19,-0.7,3.26,257.6
2010-06-06 06:00:00,0.21100000000000002,-4.23,-0.55,4.26,262.54
2010-06-06 07:00:00,0.341,-5.77,-0.43,5.78,265.71
2010-06-06 08:00:00,0.361,-7.15,-0.56,7.17,265.53
2010-06-06 09:00:00,0.29600000000000004,-7.53,-1.21,7.63,260.9
2010-06-06 10:00:00,0.21100000000000002,-6.4,-2.52,6.87,248.52
2010-06-06 11:00:00,0.24100000000000002,-4.51,-4.11,6.1,227.63
2010-06-06 12:00:00,0.281,-2.96,-5.48,6.23,208.38
2010-06-06 13:00:00,0.376,-2.52,-6.35,6.83,201.66
2010-06-06 14:00:00,0.331,-2.54,-6.01,6.53,202.88
2010-06-06 15:00:00,0.321,-2.2,-5.77,6.17,200.89
2010-06-06 16:00:00,0.276,-1.62,-5.58,5.81,196.24
2010-06-06 17:00:00,0.17,-0.92,-5.4,5.47,189.72
2010-06-06 18:00:00,0.095,-0.22,-5.19,5.19,182.48
2010-06-06 19:00:00,0.065,0.36,-4.92,4.93,175.76
2010-06-06 20:00:00,0.06,0.78,-4.54,4.61,170.24
2010-06-06 21:00:00,0.075,0.98,-4.03,4.15,166.38
2010-06-06 22:00:00,0.1,0.94,-3.38,3.5,164.39
2010-06-06 23:00:00,0.115,0.84,-2.69,2.82,162.63
2010-06-07 00:00:00,0.055,0.88,-2.11,2.29,157.5
2010-06-07 01:00:00,0.05,0.71,-2.59,2.68,164.72
2010-06-07 02:00:00,0.045,0.89,-2.24,2.41,158.34
2010-06-07 03:00:00,0.09,1.15,-1.99,2.3,149.89
2010-06-07 04:00:00,0.105,1.46,-1.84,2.34,141.62
2010-06-07 05:00:00,0.11,1.75,-1.76,2.48,135.3
2010-06-07 06:00:00,0.11,1.98,-1.75,2.64,131.46
2010-06-07 07:00:00,0.105,2.1,-1.78,2.75,130.24
2010-06-07 08:00:00,0.105,2.07,-1.91,2.82,132.64
2010-06-07 09:00:00,0.06,1.86,-2.22,2.9,140.01
2010-06-07 10:00:00,0.095,1.48,-2.74,3.11,151.66
2010-06-07 11:00:00,0.12,1.16,-3.35,3.54,160.89
2010-06-07 12:00:00,0.045,1.21,-3.9,4.08,162.75
2010-06-07 13:00:00,0.025,2.4,-3.88,4.56,148.32
2010-06-07 14:00:00,0.115,3.43,-4.33,5.53,141.64
2010-06-07 15:00:00,0.23600000000000002,4.01,-4.62,6.12,139.07
2010-06-07 16:00:00,0.401,4.23,-4.77,6.38,138.43
2010-06-07 17:00:00,0.41100000000000003,4.24,-4.82,6.41,138.67
2010-06-07 18:00:00,0.381,4.17,-4.81,6.36,139.03
2010-06-07 19:00:00,0.326,4.15,-4.76,6.31,138.96
2010-06-07 20:00:00,0.301,4.06,-4.61,6.15,138.63
2010-06-07 21:00:00,0.19,3.79,-4.27,5.71,138.39
2010-06-07 22:00:00,0.175,3.26,-3.68,4.91,138.47
2010-06-07 23:00:00,0.135,2.64,-2.96,3.96,138.29
2010-06-08 00:00:00,0.1,2.17,-2.27,3.15,136.3
2010-06-08 01:00:00,0.05,1.72,-2.45,2.99,144.98
2010-06-08 02:00:00,0.065,1.68,-2.06,2.66,140.84
2010-06-08 03:00:00,0.135,1.78,-1.8,2.53,135.39
2010-06-08 04:00:00,0.17,1.97,-1.64,2.56,129.77
2010-06-08 05:00:00,0.20600000000000002,2.19,-1.53,2.67,124.93
2010-06-08 06:00:00,0.175,2.38,-1.44,2.78,121.1
2010-06-08 07:00:00,0.185,2.5,-1.33,2.83,118.0
2010-06-08 08:00:00,0.165,2.58,-1.21,2.85,115.18
2010-06-08 09:00:00,0.12,2.69,-1.11,2.91,112.48
2010-06-08 10:00:00,0.135,2.85,-1.05,3.04,110.24
2010-06-08 11:00:00,0.16,2.98,-1.09,3.17,110.01
2010-06-08 12:00:00,0.085,2.97,-1.28,3.23,113.35
2010-06-08 13:00:00,0.03,3.01,-2.87,4.16,133.69
2010-06-08 14:00:00,0.025,2.77,-3.69,4.61,143.11
2010-06-08 15:00:00,0.055,2.57,-3.93,4.7,146.81
2010-06-08 16:00:00,0.085,2.37,-3.76,4.45,147.74
2010-06-08 17:00:00,0.085,2.1,-3.38,3.98,148.23
2010-06-08 18:00:00,0.03,1.65,-3.03,3.45,151.32
2010-06-08 19:00:00,0.015,1.0,-2.84,3.01,160.54
2010-06-08 20:00:00,0.01,0.24,-2.71,2.72,174.85
2010-06-08 21:00:00,0.0,-0.48,-2.45,2.5,191.05
2010-06-08 22:00:00,0.0,-1.05,-1.93,2.2,208.49
2010-06-08 23:00:00,0.0,-1.46,-1.18,1.88,230.96
2010-06-09 00:00:00,0.01,-1.73,-0.28,1.75,260.82
2010-06-09 01:00:00,0.055,-2.28,0.8,2.42,289.42
2010-06-09 02:00:00,0.055,-2.11,1.53,2.61,306.05
2010-06-09 03:00:00,0.12,-1.77,1.98,2.66,318.14
2010-06-09 04:00:00,0.135,-1.37,2.21,2.6,328.12
2010-06-09 05:00:00,0.11,-1.0,2.29,2.5,336.39
2010-06-09 06:00:00,0.1,-0.75,2.29,2.41,341.89
2010-06-09 07:00:00,0.11,-0.71,2.29,2.39,342.65
2010-06-09 08:00:00,0.18,-0.97,2.32,2.51,337.22
2010-06-09 09:00:00,0.271,-1.61,2.43,2.91,326.55
2010-06-09 10:00:00,0.331,-2.62,2.66,3.73,315.42
2010-06-09 11:00:00,0.366,-3.73,2.98,4.77,308.67
2010-06-09 12:00:00,0.336,-4.59,3.39,5.71,306.49
2010-06-09 13:00:00,0.306,-4.5,5.77,7.32,322.08
2010-06-09 14:00:00,0.376,-4.64,6.6,8.07,324.9
2010-06-09 15:00:00,0.426,-4.53,6.85,8.21,326.52
2010-06-09 16:00:00,0.531,-4.14,6.62,7.81,327.97
2010-06-09 17:00:00,0.536,-3.34,6.07,6.93,331.18
2010-06-09 18:00:00,0.321,-1.96,5.37,5.71,339.91
2010-06-09 19:00:00,0.14,0.02,4.61,4.61,0.19
2010-06-09 20:00:00,0.075,2.02,3.73,4.25,28.4
2010-06-09 21:00:00,0.015,3.33,2.61,4.23,51.89
2010-06-09 22:00:00,0.01,3.45,1.22,3.66,70.6
2010-06-09 23:00:00,0.01,2.83,-0.07,2.83,91.44
2010-06-10 00:00:00,0.035,2.11,-0.77,2.25,110.13
2010-06-10 01:00:00,0.06,2.18,0.65,2.28,73.35
2010-06-10 02:00:00,0.045,2.14,0.92,2.33,66.67
2010-06-10 03:00:00,0.01,2.23,0.82,2.37,69.79
2010-06-10 04:00:00,0.115,2.41,0.45,2.45,79.52
2010-06-10 05:00:00,0.256,2.68,-0.05,2.68,91.09
2010-06-10 06:00:00,0.306,3.0,-0.52,3.05,99.82
2010-06-10 07:00:00,0.251,3.36,-0.85,3.47,104.21
2010-06-10 08:00:00,0.17,3.79,-1.12,3.95,106.41
2010-06-10 09:00:00,0.17,4.32,-1.43,4.55,108.26
2010-06-10 10:00:00,0.231,4.98,-1.86,5.31,110.47
2010-06-10 11:00:00,0.175,5.69,-2.35,6.15,112.42
2010-06-10 12:00:00,0.12,6.36,-2.79,6.95,113.69
2010-06-10 13:00:00,0.125,5.15,-2.99,5.95,120.09
2010-06-10 14:00:00,0.185,5.46,-3.18,6.32,120.25
2010-06-10 15:00:00,0.17,5.73,-3.25,6.59,119.57
2010-06-10 16:00:00,0.266,5.93,-3.25,6.76,118.77
2010-06-10 17:00:00,0.391,5.96,-3.3,6.81,118.94
2010-06-10 18:00:00,0.301,5.76,-3.51,6.75,121.36
2010-06-10 19:00:00,0.261,5.27,-3.95,6.59,126.86
2010-06-10 20:00:00,0.24600000000000002,4.49,-4.35,6.25,134.09
2010-06-10 21:00:00,0.1,3.44,-4.36,5.56,141.74
2010-06-10 22:00:00,0.015,2.18,-3.77,4.35,149.95
2010-06-10 23:00:00,0.02,0.93,-2.85,3.0,161.94
2010-06-11 00:00:00,0.03,-0.05,-2.02,2.02,181.29
2010-06-11 01:00:00,0.03,0.48,-2.36,2.41,168.49
2010-06-11 02:00:00,0.015,0.03,-2.66,2.66,179.35
2010-06-11 03:00:00,0.035,-0.46,-2.74,2.78,189.62
2010-06-11 04:00:00,0.07,-0.94,-2.66,2.82,199.52
2010-06-11 05:00:00,0.055,-1.29,-2.48,2.8,207.53
2010-06-11 06:00:00,0.01,-1.39,-2.28,2.67,211.45
2010-06-11 07:00:00,0.005,-1.18,-2.09,2.4,209.45
2010-06-11 08:00:00,0.0,-0.85,-1.85,2.04,204.7
2010-06-11 09:00:00,0.0,-0.68,-1.49,1.63,204.56
2010-06-11 10:00:00,0.0,-0.84,-0.93,1.25,222.09
2010-06-11 11:00:00,0.0,-1.17,-0.24,1.19,258.56
2010-06-11 12:00:00,0.0,-1.42,0.52,1.51,289.98
2010-06-11 13:00:00,0.0,-0.63,0.79,1.01,321.31
2010-06-11 14:00:00,0.0,-0.61,0.69,0.92,318.61
2010-06-11 15:00:00,0.0,-0.55,0.62,0.83,318.16
2010-06-11 16:00:00,0.0,-0.48,0.58,0.75,320.85
2010-06-11 17:00:00,0.0,-0.4,0.67,0.78,328.82
2010-06-11 18:00:00,0.0,-0.35,0.94,1.0,339.41
2010-06-11 19:00:00,0.0,-0.35,1.43,1.47,346.35
2010-06-11 20:00:00,0.03,-0.43,1.98,2.03,347.83
2010-06-11 21:00:00,0.04,-0.63,2.37,2.45,345.03
2010-06-11 22:00:00,0.005,-0.98,2.45,2.64,338.22
2010-06-11 23:00:00,0.0,-1.34,2.31,2.67,329.93
2010-06-12 00:00:00,0.0,-1.56,2.11,2.63,323.58
2010-06-12 01:00:00,0.14,-0.88,1.87,2.07,334.76
2010-06-12 02:00:00,0.256,-0.84,2.04,2.21,337.58
2010-06-12 03:00:00,0.261,-0.96,2.53,2.71,339.13
2010-06-12 04:00:00,0.331,-1.17,3.19,3.4,339.93
2010-06-12 05:00:00,0.281,-1.4,3.88,4.13,340.19
2010-06-12 06:00:00,0.396,-1.61,4.44,4.72,340.01
2010-06-12 07:00:00,0.511,-1.73,4.72,5.03,339.83
2010-06-12 08:00:00,0.531,-1.53,4.66,4.91,341.83
2010-06-12 09:00:00,0.461,-0.74,4.23,4.29,350.02
2010-06-12 10:00:00,0.095,0.73,3.42,3.49,12.03
2010-06-12 11:00:00,0.195,2.35,2.46,3.41,43.66
2010-06-12 12:00:00,0.06,3.43,1.65,3.81,64.34
2010-06-12 13:00:00,0.01,-1.54,1.77,2.35,319.0
2010-06-12 14:00:00,0.03,-1.55,1.92,2.47,321.03
2010-06-12 15:00:00,0.025,-1.19,1.43,1.86,320.05
2010-06-12 16:00:00,0.01,-0.68,0.55,0.87,309.02
2010-06-12 17:00:00,0.0,-0.35,-0.35,0.49,225.42
2010-06-12 18:00:00,0.0,-0.59,-0.87,1.05,214.26
2010-06-12 19:00:00,0.0,-1.62,-0.77,1.79,244.66
2010-06-12 20:00:00,0.0,-2.99,-0.28,3.0,264.55
2010-06-12 21:00:00,0.0,-4.08,0.2,4.08,272.76
2010-06-12 22:00:00,0.0,-4.45,0.4,4.46,275.08
2010-06-12 23:00:00,0.005,-4.26,0.41,4.28,275.53
2010-06-13 00:00:00,0.085,-3.84,0.45,3.87,276.67
2010-06-13 01:00:00,0.14,-4.0,-0.29,4.02,265.82
2010-06-13 02:00:00,0.125,-4.08,0.07,4.08,271.04
2010-06-13 03:00:00,0.085,-3.81,0.43,3.83,276.48
2010-06-13 04:00:00,0.05,-3.32,0.77,3.41,282.99
2010-06-13 05:00:00,0.065,-2.83,1.07,3.03,290.69
2010-06-13 06:00:00,0.1,-2.56,1.34,2.89,297.57
2010-06-13 07:00:00,0.08,-2.66,1.56,3.09,300.34
2010-06-13 08:00:00,0.055,-2.97,1.67,3.41,299.43
2010-06-13 09:00:00,0.065,-3.24,1.62,3.62,296.59
2010-06-13 10:00:00,0.015,-3.29,1.36,3.56,292.38
2010-06-13 11:00:00,0.0,-3.18,0.93,3.31,286.29
2010-06-13 12:00:00,0.02,-3.0,0.41,3.03,277.82
2010-06-13 13:00:00,0.095,-2.87,-0.86,3.0,253.3
2010-06-13 14:00:00,0.105,-2.9,-1.16,3.12,248.11
2010-06-13 15:00:00,0.07,-2.92,-1.12,3.13,248.92
2010-06-13 16:00:00,0.005,-2.92,-0.87,3.04,253.37
2010-06-13 17:00:00,0.065,-2.87,-0.61,2.93,258.07
2010-06-13 18:00:00,0.025,-2.75,-0.55,2.81,258.66
2010-06-13 19:00:00,0.0,-2.55,-0.84,2.68,251.85
2010-06-13 20:00:00,0.0,-2.28,-1.21,2.58,241.98
2010-06-13 21:00:00,0.0,-1.96,-1.34,2.37,235.61
2010-06-13 22:00:00,0.0,-1.61,-1.0,1.89,238.18
2010-06-13 23:00:00,0.0,-1.2,-0.42,1.27,250.84
2010-06-14 00:00:00,0.0,-0.69,0.05,0.69,274.39
2010-06-14 01:00:00,0.01,0.82,0.0,0.82,90.29
2010-06-14 02:00:00,0.0,0.96,-0.24,0.99,104.02
2010-06-14 03:00:00,0.0,1.16,-0.42,1.23,109.78
2010-06-14 04:00:00,0.0,1.39,-0.54,1.49,111.46
2010-06-14 05:00:00,0.0,1.55,-0.63,1.67,111.96
2010-06-14 06:00:00,0.0,1.55,-0.66,1.69,113.0
2010-06-14 07:00:00,0.0,1.35,-0.65,1.5,115.84
2010-06-14 08:00:00,0.045,1.12,-0.64,1.29,119.76
2010-06-14 09:00:00,0.01,1.11,-0.66,1.29,120.83
2010-06-14 10:00:00,0.02,1.45,-0.75,1.63,117.45
2010-06-14 11:00:00,0.015,1.95,-0.99,2.19,116.95
2010-06-14 12:00:00,0.02,2.31,-1.45,2.73,122.09
2010-06-14 13:00:00,0.04,2.16,-2.69,3.45,141.25
2010-06-14 14:00:00,0.1,1.93,-3.54,4.03,151.4
2010-06-14 15:00:00,0.05,1.64,-4.11,4.42,158.29
2010-06-14 16:00:00,0.055,1.3,-4.44,4.63,163.71
2010-06-14 17:00:00,0.105,0.94,-4.59,4.69,168.43
2010-06-14 18:00:00,0.155,0.59,-4.61,4.64,172.72
2010-06-14 19:00:00,0.055,0.26,-4.53,4.53,176.7
2010-06-14 20:00:00,0.035,-0.04,-4.4,4.4,180.54
2010-06-14 21:00:00,0.045,-0.32,-4.26,4.27,184.32
2010-06-14 22:00:00,0.175,-0.59,-4.12,4.16,188.15
2010-06-14 23:00:00,0.175,-0.87,-3.9,3.99,192.62
2010-06-15 00:00:00,0.145,-1.2,-3.48,3.68,199.07
2010-06-15 01:00:00,0.135,-1.91,-3.24,3.76,210.49
2010-06-15 02:00:00,0.09,-2.22,-2.34,3.23,223.44
2010-06-15 03:00:00,0.226,-2.36,-1.59,2.85,235.93
2010-06-15 04:00:00,0.221,-2.38,-1.01,2.59,246.98
2010-06-15 05:00:00,0.18,-2.36,-0.64,2.45,254.86
2010-06-15 06:00:00,0.21100000000000002,-2.38,-0.53,2.43,257.46
2010-06-15 07:00:00,0.221,-2.48,-0.7,2.57,254.31
2010-06-15 08:00:00,0.231,-2.64,-1.01,2.83,249.12
2010-06-15 09:00:00,0.195,-2.84,-1.3,3.12,245.41
2010-06-15 10:00:00,0.18,-3.03,-1.43,3.35,244.83
2010-06-15 11:00:00,0.23600000000000002,-3.23,-1.35,3.5,247.34
2010-06-15 12:00:00,0.24100000000000002,-3.46,-1.06,3.62,252.93
2010-06-15 13:00:00,0.18,-4.47,-0.7,4.52,261.05
2010-06-15 14:00:00,0.165,-4.49,-0.19,4.49,267.53
2010-06-15 15:00:00,0.12,-4.29,0.18,4.29,272.38
2010-06-15 16:00:00,0.09,-3.94,0.46,3.97,276.58
2010-06-15 17:00:00,0.05,-3.61,0.71,3.68,281.18
2010-06-15 18:00:00,0.01,-3.45,1.04,3.6,286.78
2010-06-15 19:00:00,0.015,-3.55,1.48,3.85,292.61
2010-06-15 20:00:00,0.01,-3.71,1.9,4.17,297.11
2010-06-15 21:00:00,0.015,-3.67,2.14,4.25,300.24
2010-06-15 22:00:00,0.03,-3.25,2.09,3.86,302.71
2010-06-15 23:00:00,0.04,-2.62,1.86,3.21,305.29
2010-06-16 00:00:00,0.065,-2.08,1.63,2.64,308.15
2010-06-16 01:00:00,0.19,-2.27,1.75,2.87,307.64
2010-06-16 02:00:00,0.306,-2.16,1.71,2.76,308.25
2010-06-16 03:00:00,0.326,-2.18,1.7,2.77,307.96
2010-06-16 04:00:00,0.316,-2.3,1.73,2.88,306.89
2010-06-16 05:00:00,0.366,-2.46,1.78,3.04,305.98
2010-06-16 06:00:00,0.391,-2.54,1.86,3.15,306.11
2010-06-16 07:00:00,0.501,-2.55,1.94,3.2,307.23
2010-06-16 08:00:00,0.466,-2.74,2.0,3.39,306.14
2010-06-16 09:00:00,0.426,-3.45,2.01,3.99,300.25
2010-06-16 10:00:00,0.396,-4.77,1.98,5.16,292.52
2010-06-16 11:00:00,0.47600000000000003,-5.83,2.09,6.2,289.74
2010-06-16 12:00:00,0.451,-5.53,2.59,6.11,295.12
2010-06-16 13:00:00,0.341,-4.07,5.62,6.94,324.12
2010-06-16 14:00:00,0.376,-1.89,6.05,6.34,342.68
2010-06-16 15:00:00,0.47600000000000003,1.17,5.81,5.93,11.4
2010-06-16 16:00:00,0.47100000000000003,4.62,5.06,6.86,42.4
2010-06-16 17:00:00,0.762,7.79,4.01,8.76,62.77
2010-06-16 18:00:00,0.8370000000000001,9.92,2.83,10.32,74.09
2010-06-16 19:00:00,0.8220000000000001,10.54,1.7,10.68,80.81
2010-06-16 20:00:00,0.8420000000000001,10.15,0.77,10.18,85.68
2010-06-16 21:00:00,0.892,9.48,0.13,9.48,89.2
2010-06-16 22:00:00,0.927,9.1,-0.16,9.1,90.99
2010-06-16 23:00:00,0.902,8.92,-0.36,8.93,92.33
2010-06-17 00:00:00,0.907,8.69,-0.82,8.73,95.42
2010-06-17 01:00:00,0.912,7.98,-3.29,8.63,112.41
2010-06-17 02:00:00,0.922,7.12,-4.13,8.23,120.09
2010-06-17 03:00:00,0.8370000000000001,6.42,-4.64,7.92,125.88
2010-06-17 04:00:00,0.752,5.84,-4.91,7.63,130.04
2010-06-17 05:00:00,0.6970000000000001,5.34,-4.98,7.3,132.97
2010-06-17 06:00:00,0.596,4.88,-4.9,6.91,135.11
2010-06-17 07:00:00,0.511,4.42,-4.74,6.48,137.02
2010-06-17 08:00:00,0.401,3.97,-4.62,6.09,139.31
2010-06-17 09:00:00,0.21600000000000003,3.54,-4.63,5.83,142.59
2010-06-17 10:00:00,0.201,3.15,-4.86,5.79,147.09
2010-06-17 11:00:00,0.251,2.73,-5.16,5.84,152.11
2010-06-17 12:00:00,0.261,2.25,-5.35,5.8,157.24
2010-06-17 13:00:00,0.326,0.85,-4.91,4.98,170.15
2010-06-17 14:00:00,0.256,0.18,-4.62,4.62,177.72
2010-06-17 15:00:00,0.20600000000000002,-0.64,-4.35,4.4,188.34
2010-06-17 16:00:00,0.135,-1.48,-4.09,4.35,199.9
2010-06-17 17:00:00,0.065,-2.12,-3.77,4.32,209.39
2010-06-17 18:00:00,0.015,-2.33,-3.34,4.07,214.92
2010-06-17 19:00:00,0.015,-1.97,-2.77,3.4,215.38
2010-06-17 20:00:00,0.0,-1.3,-2.19,2.55,210.81
2010-06-17 21:00:00,0.0,-0.72,-1.75,1.89,202.26
2010-06-17 22:00:00,0.0,-0.48,-1.56,1.64,197.08
2010-06-17 23:00:00,0.0,-0.5,-1.54,1.62,197.86
2010-06-18 00:00:00,0.0,-0.57,-1.54,1.64,200.23
2010-06-18 01:00:00,0.005,-1.44,-2.03,2.49,215.29
2010-06-18 02:00:00,0.0,-1.61,-1.74,2.37,222.71
2010-06-18 03:00:00,0.0,-1.33,-0.7,1.5,242.22
2010-06-18 04:00:00,0.0,-0.73,0.76,1.05,316.03
2010-06-18 05:00:00,0.0,0.04,2.15,2.15,0.95
2010-06-18 06:00:00,0.0,0.8,2.94,3.05,15.19
2010-06-18 07:00:00,0.02,1.43,2.81,3.16,27.02
2010-06-18 08:00:00,0.065,1.98,2.17,2.94,42.4
2010-06-18 09:00:00,0.075,2.51,1.6,2.98,57.43
2010-06-18 10:00:00,0.20600000000000002,3.05,1.59,3.44,62.48
2010-06-18 11:00:00,0.301,3.4,2.07,3.99,58.68
2010-06-18 12:00:00,0.185,3.32,2.87,4.38,49.17
2010-06-18 13:00:00,0.13,3.55,4.04,5.38,41.33
2010-06-18 14:00:00,0.311,3.41,4.69,5.8,36.06
2010-06-18 15:00:00,0.431,2.64,5.22,5.85,26.87
2010-06-18 16:00:00,0.321,1.55,5.6,5.81,15.51
2010-06-18 17:00:00,0.221,0.63,5.8,5.84,6.23
2010-06-18 18:00:00,0.195,0.42,5.78,5.79,4.14
2010-06-18 19:00:00,0.256,1.22,5.5,5.64,12.46
2010-06-18 20:00:00,0.306,2.43,5.01,5.57,25.92
2010-06-18 21:00:00,0.316,3.25,4.33,5.41,36.92
2010-06-18 22:00:00,0.16,3.08,3.53,4.69,41.11
2010-06-18 23:00:00,0.09,2.28,2.8,3.61,39.22
2010-06-19 00:00:00,0.19,1.44,2.33,2.74,31.75
2010-06-19 01:00:00,0.281,0.83,3.04,3.15,15.26
2010-06-19 02:00:00,0.361,0.82,2.85,2.97,16.04
2010-06-19 03:00:00,0.41600000000000004,1.05,2.98,3.16,19.48
2010-06-19 04:00:00,0.551,1.45,3.28,3.59,23.81
2010-06-19 05:00:00,0.596,1.85,3.57,4.02,27.4
2010-06-19 06:00:00,0.632,2.08,3.63,4.19,29.85
2010-06-19 07:00:00,0.456,2.07,3.34,3.93,31.82
2010-06-19 08:00:00,0.24600000000000002,2.11,2.89,3.58,36.14
2010-06-19 09:00:00,0.29100000000000004,2.59,2.56,3.64,45.32
2010-06-19 10:00:00,0.361,3.74,2.56,4.53,55.64
2010-06-19 11:00:00,0.541,5.14,2.78,5.84,61.6
2010-06-19 12:00:00,0.386,6.2,3.04,6.9,63.85
2010-06-19 13:00:00,0.321,6.58,3.05,7.26,65.12
2010-06-19 14:00:00,0.326,6.26,2.71,6.82,66.63
2010-06-19 15:00:00,0.201,5.82,2.67,6.4,65.34
2010-06-19 16:00:00,0.175,5.35,2.83,6.05,62.15
2010-06-19 17:00:00,0.436,5.05,3.01,5.88,59.2
2010-06-19 18:00:00,0.376,5.15,3.06,5.99,59.3
2010-06-19 19:00:00,0.276,5.75,2.85,6.42,63.63
2010-06-19 20:00:00,0.18,6.38,2.42,6.83,69.24
2010-06-19 21:00:00,0.18,6.47,1.85,6.73,74.02
2010-06-19 22:00:00,0.21600000000000003,5.61,1.22,5.74,77.76
2010-06-19 23:00:00,0.221,4.22,0.54,4.25,82.71
2010-06-20 00:00:00,0.371,2.88,-0.17,2.88,93.33
2010-06-20 01:00:00,0.311,2.79,-0.7,2.87,104.05
2010-06-20 02:00:00,0.125,2.36,-1.07,2.59,114.27
2010-06-20 03:00:00,0.21100000000000002,2.22,-1.23,2.53,118.96
2010-06-20 04:00:00,0.175,2.27,-1.23,2.58,118.42
2010-06-20 05:00:00,0.105,2.4,-1.11,2.64,114.84
2010-06-20 06:00:00,0.11,2.44,-0.9,2.6,110.21
2010-06-20 07:00:00,0.13,2.33,-0.65,2.42,105.5
2010-06-20 08:00:00,0.105,2.28,-0.46,2.33,101.47
2010-06-20 09:00:00,0.12,2.58,-0.47,2.62,100.41
2010-06-20 10:00:00,0.195,3.38,-0.77,3.47,102.9
2010-06-20 11:00:00,0.231,4.32,-1.33,4.52,107.15
2010-06-20 12:00:00,0.16,4.89,-2.09,5.32,113.1
2010-06-20 13:00:00,0.221,3.59,-2.97,4.66,129.6
2010-06-20 14:00:00,0.266,3.64,-3.52,5.06,134.04
2010-06-20 15:00:00,0.311,3.84,-3.69,5.33,133.82
2010-06-20 16:00:00,0.326,4.11,-3.61,5.47,131.32
2010-06-20 17:00:00,0.24100000000000002,4.27,-3.47,5.5,129.08
2010-06-20 18:00:00,0.155,4.18,-3.47,5.43,129.71
2010-06-20 19:00:00,0.125,3.72,-3.74,5.27,135.12
2010-06-20 20:00:00,0.07,3.03,-4.07,5.08,143.32
2010-06-20 21:00:00,0.075,2.32,-4.21,4.81,151.2
2010-06-20 22:00:00,0.115,1.74,-3.95,4.31,156.25
2010-06-20 23:00:00,0.145,1.38,-3.38,3.65,157.78
2010-06-21 00:00:00,0.135,1.31,-2.68,2.98,154.06
2010-06-21 01:00:00,0.135,2.12,-1.68,2.7,128.31
2010-06-21 02:00:00,0.08,2.13,-1.16,2.43,118.6
2010-06-21 03:00:00,0.11,2.14,-0.9,2.32,112.8
2010-06-21 04:00:00,0.105,2.16,-0.83,2.31,111.05
2010-06-21 05:00:00,0.135,2.17,-0.88,2.34,112.07
2010-06-21 06:00:00,0.16,2.16,-0.97,2.37,114.2
2010-06-21 07:00:00,0.13,2.14,-1.04,2.38,116.03
2010-06-21 08:00:00,0.1,2.16,-1.09,2.42,116.75
2010-06-21 09:00:00,0.1,2.3,-1.11,2.56,115.72
2010-06-21 10:00:00,0.11,2.59,-1.11,2.82,113.27
2010-06-21 11:00:00,0.08,2.9,-1.16,3.12,111.75
2010-06-21 12:00:00,0.02,3.06,-1.3,3.33,113.01
2010-06-21 13:00:00,0.005,1.86,-1.41,2.33,127.23
2010-06-21 14:00:00,0.055,1.76,-1.46,2.28,129.64
2010-06-21 15:00:00,0.065,1.87,-1.42,2.35,127.35
2010-06-21 16:00:00,0.075,2.09,-1.34,2.48,122.75
2010-06-21 17:00:00,0.085,2.3,-1.26,2.62,118.66
2010-06-21 18:00:00,0.095,2.36,-1.21,2.65,117.06
2010-06-21 19:00:00,0.075,2.19,-1.22,2.5,119.25
2010-06-21 20:00:00,0.065,1.83,-1.28,2.24,124.92
2010-06-21 21:00:00,0.01,1.41,-1.33,1.94,133.35
2010-06-21 22:00:00,0.0,1.0,-1.35,1.68,143.5
2010-06-21 23:00:00,0.0,0.6,-1.37,1.49,156.43
2010-06-22 00:00:00,0.0,0.17,-1.42,1.43,173.05
2010-06-22 01:00:00,0.005,-1.63,-0.99,1.91,238.71
2010-06-22 02:00:00,0.035,-2.24,-0.56,2.31,255.88
2010-06-22 03:00:00,0.05,-2.37,0.02,2.37,270.47
2010-06-22 04:00:00,0.095,-2.16,0.68,2.27,287.47
2010-06-22 05:00:00,0.03,-1.76,1.31,2.2,306.68
2010-06-22 06:00:00,0.01,-1.34,1.81,2.25,323.48
2010-06-22 07:00:00,0.04,-1.02,2.09,2.32,333.94
2010-06-22 08:00:00,0.13,-0.83,2.21,2.36,339.36
2010-06-22 09:00:00,0.34600000000000003,-0.77,2.28,2.41,341.28
2010-06-22 10:00:00,0.391,-0.86,2.39,2.54,340.12
2010-06-22 11:00:00,0.41100000000000003,-1.24,2.63,2.9,334.73
2010-06-22 12:00:00,0.401,-2.06,3.07,3.7,326.17
2010-06-22 13:00:00,0.29100000000000004,-1.77,3.38,3.81,332.32
2010-06-22 14:00:00,0.316,-1.16,3.45,3.64,341.47
2010-06-22 15:00:00,0.135,-0.43,3.65,3.68,353.34
2010-06-22 16:00:00,0.065,0.41,3.82,3.84,6.16
2010-06-22 17:00:00,0.24600000000000002,1.45,3.66,3.93,21.56
2010-06-22 18:00:00,0.135,2.78,2.83,3.97,44.45
2010-06-22 19:00:00,0.175,4.41,1.18,4.56,74.97
2010-06-22 20:00:00,0.256,5.87,-0.77,5.92,97.52
2010-06-22 21:00:00,0.381,6.59,-2.35,7.0,109.66
